title,rating,price,stock,category
Cravings: Recipes for What You Want to Eat,3,20.5,11,Food and Drink
Born for This: How to Find the Work You Were Meant to Do,5,21.59,11,Business
Arena,4,21.36,11,Science Fiction
Adultery,5,20.88,11,Default
A Mother's Reckoning: Living in the Aftermath of Tragedy,3,19.53,11,Nonfiction
A Gentleman's Position (Society of Gentlemen #3),5,14.75,11,Romance
11/22/63,3,48.48,11,Fiction
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",2,24.57,10,Nonfiction
Without Shame,5,48.27,9,Add a comment
Watchmen,4,58.05,9,Add a comment
Unlimited Intuition Now,4,58.87,9,Default
Underlying Notes,2,11.82,9,Default
The Shack,1,28.03,9,Fiction
The New Brand You: Your New Image Makes the Sale for You,5,44.05,9,Default
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",4,12.34,9,Food and Drink
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,5,49.71,10,Health
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",1,55.91,9,Science
The Flowers Lied,2,16.68,9,Default
The Book of Mormon,3,24.57,9,Religion
The Art and Science of Low Carbohydrate Living,5,52.98,9,Health
The Alien Club,1,54.4,9,Young Adult
Suzie Snowflake: One beautiful flake (a self-esteem story),5,54.81,9,Novels
Nap-a-Roo,1,25.08,9,Childrens
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",4,10.41,9,Default
Modern Day Fables,2,47.44,9,Default
If I Gave You God's Phone Number....: Searching for Spirituality in America,1,20.91,9,Spirituality
"Fruits Basket, Vol. 9 (Fruits Basket #9)",4,33.95,9,Sequential Art
Dress Your Family in Corduroy and Denim,3,43.68,9,Humor
Don't Forget Steven,1,33.23,9,Young Adult
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,2,35.92,9,Nonfiction
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,4,48.63,9,Art
A Shard of Ice (The Black Symphony Saga #1),3,56.63,9,Fantasy
A Hero's Curse (The Unseen Chronicles #1),3,50.49,9,Add a comment
23 Degrees South: A Tropical Tale of Changing Whether...,2,35.79,9,Add a comment
"Zero to One: Notes on Startups, or How to Build the Future",3,34.06,8,Nonfiction
Why Not Me?,1,17.76,8,Nonfiction
When Breath Becomes Air,2,39.36,8,Nonfiction
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,2,36.94,8,Travel
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),5,43.62,8,Default
The New Drawing on the Right Side of the Brain,3,43.02,8,Art
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",4,28.45,8,Nonfiction
The Martian (The Martian #1),2,41.39,8,Default
The High Mountains of Portugal,1,51.15,8,Fiction
The Grownup,1,35.88,8,Short Stories
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,1,36.91,8,Business
South of Sunshine,1,28.93,8,Young Adult
Smarter Faster Better: The Secrets of Being Productive in Life and Business,5,38.89,8,Nonfiction
Silence in the Dark (Logan Point #4),3,58.33,8,Suspense
Shadows of the Past (Logan Point #1),5,39.67,8,Christian Fiction
Roller Girl,5,14.1,8,Sequential Art
Rising Strong,3,21.82,8,Nonfiction
Proofs of God: Classical Arguments from Tertullian to Barth,1,54.21,8,Philosophy
Please Kill Me: The Uncensored Oral History of Punk,4,31.19,8,Music
Miller's Valley,2,58.54,8,Fiction
Out of Print: City Lights Spotlight No. 14,5,53.64,8,Poetry
My Life Next Door (My Life Next Door ),5,36.39,8,Young Adult
Man's Search for Meaning,3,29.48,8,Nonfiction
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",2,25.06,8,Nonfiction
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,3,12.55,8,Nonfiction
Les Fleurs du Mal,5,29.04,8,Poetry
Left Behind (Left Behind #1),2,40.72,8,Default
Kill 'Em and Leave: Searching for James Brown and the American Soul,5,45.05,8,Music
Kierkegaard: A Christian Missionary to Christians,1,47.13,8,Philosophy
John Vassos: Industrial Design for Modern Life,4,20.22,8,Default
I Will Find You,1,44.21,8,Nonfiction
Hystopia: A Novel,4,21.96,8,Fiction
Howl and Other Poems,2,40.45,8,Poetry
History of Beauty,4,10.29,8,Art
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,2,52.86,8,Default
Future Shock (Future Shock #1),5,55.65,8,Young Adult
Ender's Game (The Ender Quintet #1),1,43.64,8,Default
Death by Leisure: A Cautionary Tale,4,37.51,8,Default
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,1,28.41,8,Science
I'll Give You the Sun,1,56.48,8,Default
Brilliant Beacons: A History of the American Lighthouse,3,11.45,8,History
Brazen: The Courage to Find the You That's Been Hiding,2,19.22,8,Nonfiction
Between the World and Me,4,56.91,8,Nonfiction
"A Murder Over a Girl: Justice, Gender, Junior High",3,13.2,8,Nonfiction
Being Mortal: Medicine and What Matters in the End,4,55.06,8,Nonfiction
32 Yolks,2,53.63,8,Food and Drink
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",5,44.48,8,History
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,3,12.08,7,Self Help
Wildlife of New York: A Five-Borough Coloring Book,2,22.14,7,Default
What Happened on Beale Street (Secrets of the South Mysteries #2),5,25.37,7,Mystery
Under the Tuscan Sun,3,37.33,7,Travel
Toddlers Are A**holes: It's Not Your Fault,1,25.55,7,Humor
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,1,34.72,7,Default
The Whale,4,35.96,7,Childrens
The Story of Art,4,41.14,7,Art
The Origin of Species,4,10.01,7,Science
The Great Gatsby,4,36.05,7,Default
The Good Girl,3,49.03,7,Default
The Glass Castle,1,16.24,7,Add a comment
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,1,39.55,7,Biography
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,2,46.33,7,Spirituality
The Drowning Girls,3,35.67,7,Add a comment
The Constant Princess (The Tudor Court #1),3,16.62,7,Historical Fiction
The Bourne Identity (Jason Bourne #1),4,42.78,7,Fiction
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),5,52.3,7,Mystery
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4,33.17,7,Default
"Sit, Stay, Love",3,20.9,7,Romance
Team of Rivals: The Political Genius of Abraham Lincoln,5,20.12,7,Add a comment
"Rich Dad, Poor Dad",1,51.74,7,Business
The Art Book,2,32.34,7,Art
Sister Dear,4,40.2,7,Fiction
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",3,52.87,7,Childrens
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,2,20.9,7,Default
Playing from the Heart,1,32.38,7,Childrens
Raymie Nightingale,2,34.41,7,Childrens
Meternity,3,43.58,7,Womens Fiction
Nightstruck: A Novel,4,50.35,7,Young Adult
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",5,11.38,7,Food and Drink
Like Never Before (Walker Family #2),2,28.77,7,Christian Fiction
Memoirs of a Geisha,3,49.67,7,Fiction
Life of Pi,4,13.22,7,Default
Leave This Song Behind: Teen Poetry at Its Best,5,51.17,7,Poetry
King's Folly (The Kinsman Chronicles #1),5,39.61,7,Fantasy
John Adams,4,57.43,7,Add a comment
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),4,46.01,7,Food and Drink
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,2,28.25,7,Food and Drink
Good in Bed (Cannie Shapiro #1),5,37.05,7,Add a comment
"Fruits Basket, Vol. 7 (Fruits Basket #7)",1,19.57,7,Sequential Art
For the Love: Fighting for Grace in a World of Impossible Standards,3,45.13,7,Nonfiction
Finding God in the Ruins: How God Redeems Pain,2,46.64,7,Nonfiction
Every Heart a Doorway (Every Heart A Doorway #1),5,12.16,7,Fantasy
Delivering the Truth (Quaker Midwife Mystery #1),4,20.89,7,Mystery
Counted With the Stars (Out from Egypt #1),5,17.97,7,Christian Fiction
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,1,25.77,7,Christian
"Chronicles, Vol. 1",2,52.6,7,Music
Benjamin Franklin: An American Life,3,48.19,7,Biography
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",5,29.93,7,Philosophy
A Summer In Europe,2,44.34,7,Travel
A Short History of Nearly Everything,5,52.4,7,History
A Gathering of Shadows (Shades of Magic #2),4,44.81,7,Fantasy
The Sound Of Love,5,57.84,6,Default
The Rise and Fall of the Third Reich: A History of Nazi Germany,2,39.67,6,History
The Perks of Being a Wallflower,3,55.02,6,Default
The Mysterious Affair at Styles (Hercule Poirot #1),4,24.8,6,Mystery
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,4,59.45,6,Nonfiction
The Makings of a Fatherless Child,2,31.58,6,Default
The Joy of Cooking,4,43.27,6,Add a comment
The Invention of Wings,1,37.34,6,Historical Fiction
The Hobbit (Middle-Earth Universe),5,17.8,6,Default
The Great Railway Bazaar,1,30.54,6,Travel
The Golden Compass (His Dark Materials #1),1,18.77,6,Add a comment
The God Delusion,3,46.85,6,Add a comment
The Girl You Left Behind (The Girl You Left Behind #1),1,15.79,6,Historical
The Fellowship of the Ring (The Lord of the Rings #1),2,10.27,6,Default
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),5,15.42,6,Poetry
The Barefoot Contessa Cookbook,5,59.92,6,Food and Drink
Tell the Wolves I'm Home,2,50.96,6,Young Adult
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,3,30.6,6,Default
Pride and Prejudice,4,19.27,6,Add a comment
Musicophilia: Tales of Music and the Brain,1,46.58,6,Default
Mere Christianity,3,48.51,6,Add a comment
Me Before You (Me Before You #1),1,19.02,6,Fiction
In the Woods (Dublin Murder Squad #1),2,38.38,6,Mystery
In Cold Blood,4,49.98,6,Nonfiction
How to Stop Worrying and Start Living,5,46.49,6,Self Help
Give It Back,2,18.32,6,Thriller
"Girl, Interrupted",3,42.14,6,Nonfiction
Fun Home: A Family Tragicomic,4,56.59,6,Add a comment
"Fruits Basket, Vol. 6 (Fruits Basket #6)",4,20.96,6,Sequential Art
Deception Point,4,40.32,6,Fiction
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",3,36.39,6,Sequential Art
Catherine the Great: Portrait of a Woman,4,58.55,6,History
Better Homes and Gardens New Cook Book,3,39.61,6,Food and Drink
An Unquiet Mind: A Memoir of Moods and Madness,3,21.3,6,Psychology
A Year in Provence (Provence #1),4,56.88,6,Travel
World Without End (The Pillars of the Earth #2),4,32.97,5,Historical Fiction
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",4,47.31,5,Young Adult
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,2,48.67,5,Nonfiction
Where She Went (If I Stay #2),4,41.73,5,Young Adult
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,4,53.68,5,Default
This Is Your Brain on Music: The Science of a Human Obsession,1,38.4,5,Music
The Secret Garden,4,15.08,5,Classics
Two Summers,1,14.64,5,Young Adult
The Raven King (The Raven Cycle #4),2,30.57,5,Add a comment
The Raven Boys (The Raven Cycle #1),4,57.74,5,Fantasy
The Power Greens Cookbook: 140 Delicious Superfood Recipes,5,11.05,5,Food and Drink
The Metamorphosis,1,28.58,5,Classics
The Little Paris Bookshop,3,24.73,5,Fiction
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,5,42.91,5,History
The Hiding Place,4,55.91,5,History
The Grand Design,3,13.76,5,Science
The Firm,3,45.56,5,Fiction
The Fault in Our Stars,1,47.22,5,Default
The False Prince (The Ascendance Trilogy #1),5,56.0,5,Fantasy
The Expatriates,2,44.58,5,Fiction
The Crossover,4,38.77,5,Poetry
The 5th Wave (The 5th Wave #1),2,11.83,5,Default
The Darkest Corners,5,11.33,5,Young Adult
The Dream Thieves (The Raven Cycle #2),1,34.5,5,Default
Tell the Wind and Fire,3,45.51,5,Fantasy
Tell Me Three Things,1,41.81,5,Young Adult
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,4,25.15,5,Nonfiction
Siddhartha,5,34.22,5,Fiction
Remember Me?,3,11.48,5,Default
Shiver (The Wolves of Mercy Falls #1),5,16.23,5,Default
Red Dragon (Hannibal Lecter #1),3,23.37,5,Horror
My Mother Was Nuts,4,31.63,5,Nonfiction
Peak: Secrets from the New Science of Expertise,2,16.28,5,Science
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,5,24.91,5,Food and Drink
Maybe Something Beautiful: How Art Transformed a Neighborhood,1,22.54,5,Childrens
Lola and the Boy Next Door (Anna and the French Kiss #2),4,23.63,5,Young Adult
Logan Kade (Fallen Crest High #5.5),2,13.12,5,Academic
Last One Home (New Beginnings #1),3,59.98,5,Fiction
Killing Floor (Jack Reacher #1),4,31.49,5,Thriller
Kill the Boy Band,5,15.52,5,Young Adult
Isla and the Happily Ever After (Anna and the French Kiss #3),5,48.13,5,Young Adult
If I Stay (If I Stay #1),5,38.13,5,Default
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),2,36.55,5,Default
Harry Potter and the Deathly Hallows (Harry Potter #7),1,23.32,5,Default
"Fruits Basket, Vol. 5 (Fruits Basket #5)",1,16.33,5,Sequential Art
Foundation (Foundation (Publication Order) #1),1,32.42,5,Science Fiction
Fool Me Once,1,16.96,5,Default
Find Her (Detective D.D. Warren #8),1,22.37,5,Add a comment
Evicted: Poverty and Profit in the American City,1,42.27,5,Add a comment
Drama,2,38.7,5,Default
Dracula the Un-Dead,5,35.63,5,Horror
Digital Fortress,5,58.0,5,Fiction
"Death Note, Vol. 5: Whiteout (Death Note #5)",1,52.41,5,Sequential Art
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",3,32.35,5,Nonfiction
Critique of Pure Reason,1,20.75,5,Philosophy
Booked,5,17.49,5,Poetry
"Blue Lily, Lily Blue (The Raven Cycle #3)",5,34.13,5,Default
Approval Junkie: Adventures in Caring Too Much,5,58.81,5,Autobiography
An Abundance of Katherines,5,10.0,5,Young Adult
America's War for the Greater Middle East: A Military History,2,51.22,5,History
Alight (The Generations Trilogy #2),4,58.59,5,Default
A Girl's Guide to Moving On (New Beginnings #2),1,31.3,5,Romance
A Game of Thrones (A Song of Ice and Fire #1),2,46.42,5,Add a comment
A Feast for Crows (A Song of Ice and Fire #4),4,17.21,5,Fantasy
A Clash of Kings (A Song of Ice and Fire #2),3,10.79,5,Add a comment
Vogue Colors A to Z: A Fashion Coloring Book,4,52.35,4,Default
The Shining (The Shining #1),3,27.88,4,Default
The Pilgrim's Progress,2,50.26,4,Classics
The Perfect Play (Play by Play #1),3,59.99,4,Romance
The Passion of Dolssa,5,28.32,4,Historical Fiction
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,3,38.71,4,Nonfiction
The Hunger Games (The Hunger Games #1),5,29.85,4,Default
The Hound of the Baskervilles (Sherlock Holmes #5),2,14.82,4,Classics
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,2,28.23,4,Nonfiction
The Gunning of America: Business and the Making of American Gun Culture,4,16.81,4,Nonfiction
The Demonists (Demonist #1),2,52.11,4,Fantasy
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",2,27.88,4,Sequential Art
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),3,59.71,4,Thriller
The Beast (Black Dagger Brotherhood #14),5,46.08,4,Fantasy
Some Women,5,13.73,4,Womens Fiction
Paper and Fire (The Great Library #2),5,49.45,4,Fantasy
Outlander (Outlander #1),5,19.67,4,Default
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",3,12.36,4,Music
No One Here Gets Out Alive,5,20.02,4,Music
Night Shift (Night Shift #1-20),4,12.75,4,Horror
Needful Things,4,47.51,4,Horror
Mockingjay (The Hunger Games #3),4,20.44,4,Default
Shopaholic Ties the Knot (Shopaholic #3),5,48.39,4,Womens Fiction
It,3,25.01,4,Horror
Misery,2,34.79,4,Horror
Little Women (Little Women #1),4,28.07,4,Classics
Harry Potter and the Sorcerer's Stone (Harry Potter #1),3,13.9,4,Default
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),4,24.17,4,Young Adult
Harry Potter and the Order of the Phoenix (Harry Potter #5),4,31.63,4,Fantasy
Harry Potter and the Half-Blood Prince (Harry Potter #6),5,48.75,4,Fantasy
Harry Potter and the Chamber of Secrets (Harry Potter #2),1,14.74,4,Fantasy
God Is Not Great: How Religion Poisons Everything,1,27.8,4,Nonfiction
Gone with the Wind,3,32.49,4,Classics
Girl With a Pearl Earring,1,26.77,4,Historical Fiction
"Fruits Basket, Vol. 4 (Fruits Basket #4)",4,50.44,4,Sequential Art
Dark Lover (Black Dagger Brotherhood #1),1,12.87,4,Romance
Far From True (Promise Falls Trilogy #2),2,34.93,4,Thriller
Confessions of a Shopaholic (Shopaholic #1),2,48.94,4,Default
Changing the Game (Play by Play #2),3,13.38,4,Romance
Candide,3,58.63,4,Classics
Can You Keep a Secret?,1,21.94,4,Womens Fiction
Atlas Shrugged,5,26.58,4,Fiction
Animal Farm,3,57.22,4,Classics
A New Earth: Awakening to Your Life's Purpose,5,55.65,4,Spirituality
A Walk to Remember,1,56.43,4,Romance
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",1,27.62,4,Religion
'Salem's Lot,4,49.56,4,Horror
Zero History (Blue Ant #3),1,34.77,3,Default
Wuthering Heights,3,17.73,3,Classics
World War Z: An Oral History of the Zombie War,1,21.8,3,Default
Wild: From Lost to Found on the Pacific Crest Trail,3,46.02,3,Default
"Where'd You Go, Bernadette",1,18.13,3,Default
When You Are Engulfed in Flames,5,30.89,3,Humor
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,3,31.95,3,Nonfiction
Walk the Edge (Thunder Road #2),3,32.36,3,Young Adult
We Are All Completely Beside Ourselves,1,24.04,3,Contemporary
Voyager (Outlander #3),5,21.07,3,Historical Fiction
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,3,50.66,3,Nonfiction
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,2,13.66,3,Food and Drink
"Unstuffed: Decluttering Your Home, Mind, and Soul",1,58.09,3,Nonfiction
Under the Banner of Heaven: A Story of Violent Faith,1,30.0,3,Nonfiction
Two Boys Kissing,2,32.74,3,Young Adult
Twilight (Twilight #1),2,41.93,3,Default
Twenties Girl,2,42.8,3,Womens Fiction
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",1,53.51,3,Nonfiction
Three-Martini Lunch,3,23.21,3,Fiction
"Thinking, Fast and Slow",1,21.14,3,Psychology
